Module,Path,Detail1,Detail2,Detail3,SizeBytes,Severity
Shader,Packages/com.unity.render-pipelines.universal/Shaders/PostProcessing/Bloom.shader,Hidden/Universal Render Pipeline/Bloom,Variants: 1,UNUSED,13000,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/PostProcessing/LutBuilderLdr.shader,Hidden/Universal Render Pipeline/LutBuilderLdr,Variants: 1,UNUSED,6555,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/PostProcessing/EdgeAdaptiveSpatialUpsampling.shader,Hidden/Universal Render Pipeline/Edge Adaptive Spatial Upsampling,Variants: 1,UNUSED,2220,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/Debug/DebugReplacement.shader,Hidden/Universal Render Pipeline/Debug/DebugReplacement,Variants: 1,UNUSED,4769,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/Utils/Sampling.shader,Hidden/Universal Render Pipeline/Sampling,Variants: 1,UNUSED,1516,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/Utils/StencilDitherMaskSeed.shader,Hidden/Universal Render Pipeline/StencilDitherMaskSeed,Variants: 1,UNUSED,1718,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/XR/XRMirrorView.shader,Hidden/Universal Render Pipeline/XR/XRMirrorView,Variants: 1,UNUSED,1126,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/XR/XRMotionVector.shader,Hidden/Universal Render Pipeline/XR/XRMotionVector,Variants: 1,UNUSED,3403,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/PostProcessing/StopNaN.shader,Hidden/Universal Render Pipeline/Stop NaN,Variants: 1,UNUSED,1104,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/PostProcessing/ScalingSetup.shader,Hidden/Universal Render Pipeline/Scaling Setup,Variants: 1,UNUSED,3792,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/Utils/Blit.shader,Hidden/Universal Render Pipeline/Blit,Variants: 1,UNUSED,1697,Warning
Shader,Assets/NewBlitScriptableRenderPipelineShader.shader,Custom/NewBlitScriptableRenderPipelineShader,Variants: 1,UNUSED,859,Warning
Shader,Packages/com.unity.render-pipelines.universal/Tests/Editor/PostProcessDataTests/2.shader,Custom/Test Shader,Variants: 1,UNUSED,1649,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/2D/Shadow2D-Shadow-Geometry.shader,Hidden/Shadow2DShadowGeometry,Variants: 1,UNUSED,1155,Warning
Shader,Packages/com.unity.shadergraph/Editor/Resources/Shaders/Checkerboard.shader,Hidden/Checkerboard,Variants: 1,UNUSED,949,Warning
Shader,Packages/com.unity.render-pipelines.universal/Runtime/Decal/DBuffer/DBufferClear.shader,Hidden/Universal Render Pipeline/DBufferClear,Variants: 1,UNUSED,1334,Warning
Shader,Packages/com.unity.shadergraph/Editor/Resources/Shaders/BlitNoAlpha.shader,Hidden/BlitNoAlpha,Variants: 1,UNUSED,1380,Warning
Shader,Packages/com.unity.render-pipelines.core/Tests/Editor/ShaderStripping/DummyPipelineShader.shader,Hidden/DummyPipeline/VariantStrippingTestsShader,Variants: 1,UNUSED,1414,Warning
Shader,Packages/com.unity.render-pipelines.core/Runtime/Vrs/Shaders/VrsVisualization.shader,Hidden/Core/VrsVisualization,Variants: 1,UNUSED,1401,Warning
Shader,Packages/com.unity.render-pipelines.core/Runtime/RenderPipelineResources/GPUDriven/DebugOcclusionTest.shader,Hidden/Core/DebugOcclusionTest,Variants: 1,UNUSED,4200,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/2D/Shadow2D-Shadow-Sprite.shader,Hidden/Shadow2DShadowSprite,Variants: 1,UNUSED,1698,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/CameraMotionVectors.shader,Hidden/Universal Render Pipeline/CameraMotionVectors,Variants: 1,UNUSED,5190,Warning
Shader,Packages/com.unity.render-pipelines.core/Runtime/Debug/ProbeVolumeOffsetDebug.shader,Hidden/Core/ProbeVolumeOffsetDebug,Variants: 1,UNUSED,1259,Warning
Shader,Packages/com.unity.test-framework.performance/Editor/TestReportGraph/TestReportShader.shader,Unlit/TestReportShader,Variants: 1,UNUSED,966,Warning
Shader,Packages/com.unity.render-pipelines.core/Runtime/Debug/ProbeVolumeSamplingDebug.shader,Hidden/Core/ProbeVolumeSamplingDebug,Variants: 1,UNUSED,1076,Warning
Shader,Packages/com.unity.render-pipelines.core/Editor/Gizmo/UnlitGizmo.shader,Hidden/UnlitTransparentColored,Variants: 1,UNUSED,405,Warning
Shader,Packages/com.unity.render-pipelines.core/Runtime/Debug/ProbeVolumeDebug.shader,Hidden/Core/ProbeVolumeDebug,Variants: 1,UNUSED,1250,Warning
Shader,Packages/com.unity.render-pipelines.core/Runtime/Debug/ProbeVolumeFragmentationDebug.shader,Hidden/Core/ProbeVolumeFragmentationDebug,Variants: 1,UNUSED,1199,Warning
Shader,Packages/com.unity.render-pipelines.universal/Tests/Editor/PostProcessDataTests/1.shader,Custom/Test Shader,Variants: 1,UNUSED,1649,Warning
Shader,Packages/com.unity.render-pipelines.core/Runtime/RenderPipelineResources/GPUDriven/DebugOccluder.shader,Hidden/Core/DebugOccluder,Variants: 1,UNUSED,1727,Warning
Shader,Packages/com.unity.render-pipelines.universal/Shaders/Particles/ParticlesUnlit.shader,Universal Render Pipeline/Particles/Unlit,Variants: 80,OK,12430,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/2D/Sprite-Lit-Default.shader,Universal Render Pipeline/2D/Sprite-Lit-Default,Variants: 72,OK,6169,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/2D/Mesh2D-Lit-Default.shader,Universal Render Pipeline/2D/Mesh2D-Lit-Default,Variants: 6,OK,4025,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/2D/Sprite-Unlit-Default.shader,Universal Render Pipeline/2D/Sprite-Unlit-Default,Variants: 3,OK,2523,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/2D/RenderAs2D-Flattening.shader,2D/RenderAs2D-Flattening,Variants: 3,OK,5899,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/2D/Sprite-Mask.shader,Universal Render Pipeline/2D/Sprite-Mask,Variants: 3,OK,1749,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/2D/Mesh2D-Unlit-Default.shader,Universal Render Pipeline/2D/Mesh2D-Unlit-Default,Variants: 1,OK,1898,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/SpatialMappingOcclusion.shader,Universal Render Pipeline/VR/SpatialMapping/Occlusion,Variants: 1,OK,1760,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/SpatialMappingWireframe.shader,Universal Render Pipeline/VR/SpatialMapping/Wireframe,Variants: 1,OK,6038,Info
Shader,Packages/com.unity.render-pipelines.universal/Runtime/RendererFeatures/SurfaceCacheGI/FallbackMaterial.shader,Hidden/SurfaceCache/Fallback,Variants: 1,OK,735,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/1_Decal Material Volume.shadergraph,Hidden/Decal/1_Decal Material Volume,Variants: 0,OK,74221,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/0_Particle Unlit.shadergraph,Hidden/Shader Graphs/Particles/0_Particle Unlit,Variants: 0,OK,30497,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/1_Lit Full.shadergraph,Hidden/Lit/1_Lit Full,Variants: 0,OK,326019,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/AutodeskInteractive/AutodeskInteractiveTransparent.shadergraph,Universal Render Pipeline/Autodesk Interactive/AutodeskInteractiveTransparent,Variants: 0,OK,118838,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/0_Decal Simple.shadergraph,Hidden/Decal/0_Decal Simple,Variants: 0,OK,32465,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/BuiltIn/BuiltIn Unlit Basic.shadergraph,Hidden/Shader Graphs/BuiltIn Unlit Basic,Variants: 0,OK,22875,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/BuiltIn/BuiltIn Lit Basic.shadergraph,Hidden/Shader Graphs/BuiltIn Lit Basic,Variants: 0,OK,75174,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/2_Particle Lit.shadergraph,Hidden/Shader Graphs/Particles/2_Particle Lit,Variants: 0,OK,81847,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/0_Lit Basic.shadergraph,Hidden/Lit/0_Lit Basic,Variants: 0,OK,80122,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/Terrain Simple.shadergraph,Hidden/Terrain/Terrain Simple,Variants: 0,OK,169032,Info
Shader,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/GraphTemplates/2D/1_2D Sprite Unlit.shadergraph,Hidden/Shader Graphs/1_2D Sprite Unlit,Variants: 0,OK,35679,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/UGUI Canvas Meter.shadergraph,Hidden/UGUI Canvas/UGUI Canvas Meter,Variants: 0,OK,43027,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/Decal.shadergraph,Shader Graphs/Decal,Variants: 0,OK,36370,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/FullscreenInvertColors.shadergraph,Shader Graphs/FullscreenInvertColors,Variants: 0,OK,17209,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/AutodeskInteractive/AutodeskInteractiveMasked.shadergraph,Universal Render Pipeline/Autodesk Interactive/AutodeskInteractiveMasked,Variants: 0,OK,127714,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/AutodeskInteractive/AutodeskInteractive.shadergraph,Universal Render Pipeline/Autodesk Interactive/AutodeskInteractive,Variants: 0,OK,119038,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/2D/VFXSpriteLit.shadergraph,VFX Graph/VFXSpriteLit,Variants: 0,OK,20514,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/Nature/SpeedTree8_PBRLit.shadergraph,Universal Render Pipeline/Nature/SpeedTree8_PBRLit,Variants: 0,OK,262214,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/Nature/SpeedTree9_URP.shadergraph,Universal Render Pipeline/Nature/SpeedTree9_URP,Variants: 0,OK,244686,Info
Shader,Packages/com.unity.render-pipelines.universal/Runtime/Materials/PhysicalMaterial3DsMax/PhysicalMaterial3DsMaxTransparent.shadergraph,Shader Graphs/PhysicalMaterial3DsMaxTransparent,Variants: 0,OK,196975,Info
Shader,Packages/com.unity.render-pipelines.universal/Runtime/Materials/PhysicalMaterial3DsMax/PhysicalMaterial3DsMax.shadergraph,Shader Graphs/PhysicalMaterial3DsMax,Variants: 0,OK,179225,Info
Shader,Packages/com.unity.render-pipelines.universal/Runtime/Materials/ArnoldStandardSurface/ArnoldStandardSurfaceTransparent.shadergraph,Shader Graphs/ArnoldStandardSurfaceTransparent,Variants: 0,OK,168947,Info
Shader,Packages/com.unity.render-pipelines.universal/Runtime/Materials/ArnoldStandardSurface/ArnoldStandardSurface.shadergraph,Shader Graphs/ArnoldStandardSurface,Variants: 0,OK,152468,Info
Shader,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/GraphTemplates/UITKFullTemplate.shadergraph,Hidden/Shader Graphs/UITKFullTemplate,Variants: 0,OK,42638,Info
Shader,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/GraphTemplates/UITKBasicTemplate.shadergraph,Hidden/Shader Graphs/UITKBasicTemplate,Variants: 0,OK,19390,Info
Shader,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/GraphTemplates/Terrain Standard 4 Layers URP.shadergraph,Hidden/Terrain/Terrain Standard 4 Layers URP,Variants: 0,OK,182216,Info
Shader,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/GraphTemplates/Fullscreen Basic URP.shadergraph,Hidden/Shader Graphs/Fullscreen Basic URP,Variants: 0,OK,28025,Info
Shader,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/GraphTemplates/2D/2_2D Sprite Custom Lit.shadergraph,Hidden/Shader Graphs/2_2D Sprite Custom Lit,Variants: 0,OK,110798,Info
Shader,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/GraphTemplates/2D/0_2D Sprite Lit.shadergraph,Hidden/Shader Graphs/0_2D Sprite Lit,Variants: 0,OK,55091,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Custom Render Texture.shadergraph,Hidden/Shader Graphs/Custom Render Texture,Variants: 0,OK,12227,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/Unlit Simple.shadergraph,Hidden/Unlit/Unlit Simple,Variants: 0,OK,28800,Info
Shader,Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/UGUI Canvas Basic.shadergraph,Hidden/UGUI Canvas/UGUI Canvas Basic,Variants: 0,OK,26318,Info
Shader,Packages/com.unity.render-pipelines.universal/Shaders/2D/VFXSpriteUnlit.shadergraph,VFX Graph/VFXSpriteUnlit,Variants: 0,OK,19083,Info
Size,Assets/BIA-London.mp3,AudioClip,Vorbis,Large audio file - consider enabling streaming to reduce memory usage.,12265370,
Size,Assets/Docs/projectclean_pro_docs.html,TextAsset,,,73261,
Size,Assets/556430213_1371645721630007_8687275741614109558_n 1.jpg,Texture2D,"Compressed, max 2048px",,72467,
Size,Assets/556430213_1371645721630007_8687275741614109558_n.jpg,Texture2D,"Compressed, max 2048px",,72467,
Size,Assets/556430213_1371645721630007_8687275741614109558_n 2.jpg,Texture2D,"Compressed, max 2048px",,72467,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPSettingsViewTests.cs,MonoScript,,,42004,
Size,Assets/InputSystem_Actions.inputactions,InputActionAsset,,,41005,
Size,Assets/ProjectCleanPro/Editor/TestResults_20260321_195207.xml,TextAsset,,,38630,
Size,Assets/ProjectCleanPro/Editor/UI/Controls/PCPResultListView.cs,MonoScript,,,36515,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPScanCacheTests.cs,MonoScript,,,31228,
Size,Assets/ProjectCleanPro/Editor/TestResults_20260321_200529.xml,TextAsset,,,28562,
Size,Assets/ProjectCleanPro/Editor/UI/Views/PCPDependencyGraphView.cs,MonoScript,,,26103,
Size,Assets/ProjectCleanPro/Editor/Services/PCPReportExporter.cs,MonoScript,,,25131,
Size,Assets/ProjectCleanPro/Editor/UI/PCPWindow.cs,MonoScript,,,24884,
Size,Assets/ProjectCleanPro/Editor/UI/Views/PCPPackagesView.cs,MonoScript,,,24774,
Size,Assets/Settings/DefaultVolumeProfile.asset,VolumeProfile,,,24035,
Size,Assets/ProjectCleanPro/Editor/UI/PCPSettingsView.cs,MonoScript,,,23478,
Size,Assets/Settings/UniversalRenderPipelineGlobalSettings.asset,UniversalRenderPipelineGlobalSettings,,,22478,
Size,Assets/ProjectCleanPro/Editor/UI/Views/PCPSizeView.cs,MonoScript,,,21588,
Size,Assets/ProjectCleanPro/Editor/Modules/PCPShaderAnalyzer.cs,MonoScript,,,20034,
Size,Assets/ProjectCleanPro/Editor/UI/Views/PCPMissingRefsView.cs,MonoScript,,,19659,
Size,Assets/ProjectCleanPro/Editor/UI/Controls/PCPTreemapView.cs,MonoScript,,,19569,
Size,Assets/ProjectCleanPro/Editor/Modules/PCPSizeProfiler.cs,MonoScript,,,19021,
Size,Assets/ProjectCleanPro/Editor/Modules/PCPPackageAuditor.cs,MonoScript,,,18837,
Size,Assets/ProjectCleanPro/Editor/UI/Views/PCPDuplicatesView.cs,MonoScript,,,18811,
Size,Assets/ProjectCleanPro/Editor/Modules/PCPDependencyModule.cs,MonoScript,,,17579,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPScanResultTests.cs,MonoScript,,,16802,
Size,Assets/ProjectCleanPro/Editor/Services/PCPArchiveManager.cs,MonoScript,,,16719,
Size,Assets/ProjectCleanPro/Editor/Services/PCPSafeDelete.cs,MonoScript,,,16352,
Size,Assets/ProjectCleanPro/Editor/Core/PCPScanCache.cs,MonoScript,,,16290,
Size,Assets/ProjectCleanPro/Editor/UI/Controls/PCPFilterBar.cs,MonoScript,,,15871,
Size,Assets/TutorialInfo/Layout.wlt,DefaultAsset,,,15479,
Size,Assets/ProjectCleanPro/Editor/UI/PCPDashboardView.cs,MonoScript,,,14566,
Size,Assets/ProjectCleanPro/Editor/UI/Controls/PCPDeletePreviewDialog.cs,MonoScript,,,14444,
Size,Assets/ProjectCleanPro/Editor/UI/Views/PCPModuleView.cs,MonoScript,,,14373,
Size,Assets/ProjectCleanPro/Editor/UI/PCPArchiveView.cs,MonoScript,,,14336,
Size,Assets/ProjectCleanPro/Editor/Modules/PCPMissingRefScanner.cs,MonoScript,,,14178,
Size,Assets/ProjectCleanPro/Editor/Modules/PCPDuplicateDetector.cs,MonoScript,,,14131,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPFileUtilsTests.cs,MonoScript,,,13133,
Size,Assets/Scenes/SampleScene.unity,SceneAsset,,,13121,
Size,Assets/ProjectCleanPro/Editor/API/PCPAPI.cs,MonoScript,,,12970,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPIgnoreRulesTests.cs,MonoScript,,,12803,
Size,Assets/ProjectCleanPro/Editor/Data/PCPScanResult.cs,MonoScript,,,11690,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPIntegrationTests.cs,MonoScript,,,11186,
Size,Assets/ProjectCleanPro/Editor/UI/Views/PCPShadersView.cs,MonoScript,,,10613,
Size,Assets/Scenes/New Scene.unity,SceneAsset,,,10329,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPDuplicateGroupTests.cs,MonoScript,,,9929,
Size,Assets/ProjectCleanPro/Editor/UI/Controls/PCPModuleHeader.cs,MonoScript,,,9854,
Size,Assets/ProjectCleanPro/Editor/UI/Controls/PCPProgressOverlay.cs,MonoScript,,,9607,
Size,Assets/ProjectCleanPro/Editor/Modules/PCPUnusedScanner.cs,MonoScript,,,9563,
Size,Assets/ProjectCleanPro/Editor/Core/PCPIgnoreRules.cs,MonoScript,,,9276,
Size,Assets/ProjectCleanPro/Editor/UI/Styles/PCPCommon.uss,StyleSheet,,,9269,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPDependencyResolverTests.cs,MonoScript,,,9254,
Size,Assets/ProjectCleanPro/Editor/Services/PCPFileUtils.cs,MonoScript,,,9172,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPDataModelTests.cs,MonoScript,,,9110,
Size,Assets/ProjectCleanPro/Editor/Core/PCPDependencyResolver.cs,MonoScript,,,9080,
Size,Assets/ProjectCleanPro/Editor/API/PCPCli.cs,MonoScript,,,8955,
Size,Assets/ProjectCleanPro/Editor/Services/PCPAssetUtils.cs,MonoScript,,,8573,
Size,Assets/ProjectCleanPro/Editor/UI/Styles/PCPGraph.uss,StyleSheet,,,8390,
Size,Assets/ProjectCleanPro/Editor/UI/Styles/PCPDashboard.uss,StyleSheet,,,7994,
Size,Assets/ProjectCleanPro/Editor/Services/PCPGitUtils.cs,MonoScript,,,7940,
Size,Assets/ProjectCleanPro/Editor/UI/Styles/PCPResults.uss,StyleSheet,,,7891,
Size,Assets/ProjectCleanPro/Editor/UI/Controls/PCPToolbar.cs,MonoScript,,,7680,
Size,Assets/ProjectCleanPro/Editor/UI/Styles/PCPTreemap.uss,StyleSheet,,,7381,
Size,Assets/Prefabs/Prefab.prefab,GameObject,,,7306,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPAssetUtilsTests.cs,MonoScript,,,6871,
Size,Assets/TutorialInfo/Scripts/Editor/ReadmeEditor.cs,MonoScript,,,6677,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPPackageAuditEntryTests.cs,MonoScript,,,6270,
Size,Assets/ProjectCleanPro/Editor/Core/PCPScanContext.cs,MonoScript,,,6218,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPShaderEntryTests.cs,MonoScript,,,6158,
Size,Assets/ProjectCleanPro/Editor/Core/PCPSettings.cs,MonoScript,,,6144,
Size,Assets/ProjectCleanPro/Editor/Integrations/PCPAddressablesSupport.cs,MonoScript,,,5760,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPSizeEntryTests.cs,MonoScript,,,5593,
Size,Assets/ProjectCleanPro/Editor/Core/PCPRenderPipelineDetector.cs,MonoScript,,,5478,
Size,Assets/ProjectCleanPro/Editor/UI/Controls/PCPBadge.cs,MonoScript,,,5346,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPMissingReferenceTests.cs,MonoScript,,,5125,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPSettingsTests.cs,MonoScript,,,4787,
Size,Assets/Settings/PC_RPAsset.asset,UniversalRenderPipelineAsset,,,4669,
Size,Assets/Settings/Mobile_RPAsset.asset,UniversalRenderPipelineAsset,,,4650,
Size,Assets/ProjectCleanPro/Editor/Modules/PCPModuleBase.cs,MonoScript,,,4603,
Size,Assets/ProjectCleanPro/Editor/UI/Views/PCPUnusedView.cs,MonoScript,,,4546,
Size,Assets/AddressableAssetsData/AddressableAssetSettings.asset,AddressableAssetSettings,,,4433,
Size,Assets/ProjectCleanPro/Editor/Core/PCPContext.cs,MonoScript,,,3946,
Size,Assets/ProjectCleanPro/Editor/Data/PCPDuplicateGroup.cs,MonoScript,,,3777,
Size,Assets/ProjectCleanPro/Editor/Core/PCPDefineManager.cs,MonoScript,,,3715,
Size,Assets/Settings/SampleSceneProfile.asset,VolumeProfile,,,3703,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPContextTests.cs,MonoScript,,,3648,
Size,Assets/ProjectCleanPro/Editor/UI/Styles/PCPVariables.uss,StyleSheet,,,3508,
Size,Assets/Settings/PC_Renderer.asset,UniversalRendererData,,,3439,
Size,Assets/ProjectCleanPro/Editor/Data/PCPSizeEntry.cs,MonoScript,,,3318,
Size,Assets/ProjectCleanPro/Tests/Editor/PCPRenderPipelineDetectorTests.cs,MonoScript,,,3271,
Size,Assets/AddressableAssetsData/AssetGroups/unifiedraytracing.asset,AddressableAssetGroup,,,3242,
Size,Assets/ProjectCleanPro/Editor/Data/PCPShaderEntry.cs,MonoScript,,,3200,
Size,Assets/ProjectCleanPro/Editor/Data/PCPPackageAuditEntry.cs,MonoScript,,,3107,
Size,Assets/ProjectCleanPro/Editor/Data/PCPAssetInfo.cs,MonoScript,,,3047,
Size,Assets/ProjectCleanPro/Editor/Data/PCPDeletePreview.cs,MonoScript,,,3045,
Size,Assets/AddressableAssetsData/Windows/addressables_content_state.bin,DefaultAsset,,,2957,
Size,Assets/Prefabs/Prefab 7.prefab,GameObject,,,2946,
Size,Assets/Prefabs/Prefab 8.prefab,GameObject,,,2946,
Size,Assets/ProjectCleanPro/Editor/Data/PCPMissingReference.cs,MonoScript,,,2712,
Size,Assets/AddressableAssetsData/AssetGroupTemplates/Packed Assets.asset,AddressableAssetGroupTemplate,,,2527,
Size,Assets/ProjectCleanPro/Editor/Data/PCPUnusedAsset.cs,MonoScript,,,2260,
Size,Assets/ProjectCleanPro/Editor/Integrations/PCPAddressablesBridge.cs,MonoScript,,,2019,
Size,Assets/Settings/Mobile_Renderer 1.asset,UniversalRendererData,,,1753,
Size,Assets/AddressableAssetsData/AssetGroups/Schemas/Default Local Group_BundledAssetGroupSchema.asset,BundledAssetGroupSchema,,,1741,
Size,Assets/AddressableAssetsData/AssetGroups/Schemas/unifiedraytracing_BundledAssetGroupSchema.asset,BundledAssetGroupSchema,,,1739,
Size,Assets/AddressableAssetsData/AssetGroups/Schemas/Packed Assets_BundledAssetGroupSchema.asset,BundledAssetGroupSchema,,,1735,
Size,Assets/Settings/Mobile_Renderer.asset,UniversalRendererData,,,1713,
Size,Assets/ProjectCleanPro/Editor/Modules/IPCPModule.cs,MonoScript,,,1648,
Size,Assets/New Folder/New Animator Controller.controller,AnimatorController,,,1230,
Size,Assets/ProjectCleanPro/Editor/ProjectCleanPro.Editor.asmdef,AssemblyDefinitionAsset,,,1029,
Size,Assets/AddressableAssetsData/ProfileDataSourceSettings.asset,ProfileDataSourceSettings,,,917,
Size,Assets/AddressableAssetsData/DataBuilders/BuildScriptPackedPlayMode.asset,BuildScriptPackedPlayMode,,,917,
Size,Assets/AddressableAssetsData/DataBuilders/BuildScriptPackedMode.asset,BuildScriptPackedMode,,,909,
Size,Assets/ProjectCleanPro/Editor/BuildScriptFastMode.asset,BuildScriptFastMode,,,905,
Size,Assets/AddressableAssetsData/AssetGroups/Default Local Group.asset,AddressableAssetGroup,,,874,
Size,Assets/AddressableAssetsData/AssetGroups/Packed Assets.asset,AddressableAssetGroup,,,862,
Size,Assets/NewBlitScriptableRenderPipelineShader.shader,Shader,,,859,
Size,Assets/ProjectCleanPro/Editor/Data/PCPArchiveSession.cs,MonoScript,,,763,
Size,Assets/AddressableAssetsData/AddressableAssetGroupSortSettings.asset,AddressableAssetGroupSortSettings,,,658,
Size,Assets/AddressableAssetsData/AssetGroups/Schemas/Default Local Group_ContentUpdateGroupSchema.asset,ContentUpdateGroupSchema,,,636,
Size,Assets/AddressableAssetsData/AssetGroups/Schemas/unifiedraytracing_ContentUpdateGroupSchema.asset,ContentUpdateGroupSchema,,,634,
Size,Assets/AddressableAssetsData/AssetGroups/Schemas/Packed Assets_ContentUpdateGroupSchema.asset,ContentUpdateGroupSchema,,,630,
Size,Assets/AddressableAssetsData/DefaultObject.asset,AddressableAssetSettingsDefaultObject,,,563,
Size,Assets/ProjectCleanPro/Tests/Editor/ProjectCleanPro.Tests.Editor.asmdef,AssemblyDefinitionAsset,,,520,
Size,Assets/ProjectCleanPro/Sandbox/MissingReference.cs,MonoScript,,,398,
Size,Assets/TutorialInfo/Scripts/Readme.cs,MonoScript,,,302,
Size,Assets/ProjectCleanPro/Editor/UI/IPCPRefreshable.cs,MonoScript,,,272,
Size,Assets/ProjectCleanPro_Report.csv,TextAsset,,,59,
